province,max,min,wind,rain,humidi,cloud,pressure,date
Ha Noi,30,25,15,1.4,83,76,1010,4/6/2015
Ha Noi,28,22,12,24.8,87,93,1012,4/7/2015
Ha Noi,22,17,12,2.8,75,97,1018,4/8/2015
Ha Noi,25,17,9,0.2,71,95,1016,4/9/2015
Ha Noi,23,17,10,0.4,68,96,1018,4/10/2015
Ha Noi,25,18,8,0,68,88,1018,4/11/2015
Ha Noi,30,21,10,0,55,33,1021,4/12/2015
Ha Noi,23,20,5,0,72,13,1020,4/13/2015
Ha Noi,30,22,8,0.4,80,63,1011,4/14/2015
Ha Noi,29,21,9,2.4,80,71,1010,4/15/2015
Ha Noi,30,22,12,0.5,75,43,1013,4/16/2015
Ha Noi,33,23,17,0.1,72,29,1008,4/17/2015
Ha Noi,39,23,13,0.2,68,25,1004,4/18/2015
Ha Noi,42,24,10,0,62,11,1005,4/19/2015
Ha Noi,39,26,12,0,61,7,1006,4/20/2015
Ha Noi,32,24,10,3.9,62,66,1012,4/21/2015
Ha Noi,26,22,7,9.5,78,91,1016,4/22/2015
Ha Noi,23,21,8,0.2,76,97,1017,4/23/2015
Ha Noi,31,21,5,0.2,71,77,1017,4/24/2015
Ha Noi,31,22,5,0,66,69,1017,4/25/2015
Ha Noi,32,22,8,0.3,66,37,1015,4/26/2015
Ha Noi,33,22,12,0,70,36,1013,4/27/2015
Ha Noi,31,23,8,0.6,75,61,1011,4/28/2015
Ha Noi,33,24,10,1.2,77,50,1010,4/29/2015
Ha Noi,35,25,13,9,75,44,1008,4/30/2015
Ha Noi,40,25,13,0,62,15,1005,5/1/2015
Ha Noi,41,26,10,0,63,11,1005,5/2/2015
Ha Noi,40,26,10,0,65,17,1006,5/3/2015
Ha Noi,37,27,11,2.1,72,20,1007,5/4/2015
Ha Noi,34,27,14,10.5,81,42,1005,5/5/2015
Ha Noi,38,26,9,0.9,73,35,1004,5/6/2015
Ha Noi,35,26,11,2.3,78,38,1005,5/7/2015
Ha Noi,39,27,10,1.1,70,30,1004,5/8/2015
Ha Noi,35,26,9,14.1,75,24,1006,5/9/2015
Ha Noi,35,24,11,4.3,76,34,1006,5/10/2015
Ha Noi,37,26,8,10.6,75,29,1007,5/11/2015
Ha Noi,32,25,11,10.8,74,57,1010,5/12/2015
Ha Noi,34,25,15,1.8,77,51,1008,5/13/2015
Ha Noi,39,26,15,0.8,69,20,1006,5/14/2015
Ha Noi,39,27,12,0.1,64,14,1006,5/15/2015
Ha Noi,37,27,7,4.3,68,29,1006,5/16/2015
Ha Noi,37,27,9,0.6,68,30,1004,5/17/2015
Ha Noi,40,28,7,0,64,18,1003,5/18/2015
Ha Noi,38,28,9,2.6,65,21,1003,5/19/2015
Ha Noi,39,29,10,9.4,58,34,1003,5/20/2015
Ha Noi,35,27,11,29.6,80,57,1005,5/21/2015
Ha Noi,38,27,7,0.3,68,41,1003,5/22/2015
Ha Noi,36,28,7,2.6,66,47,1003,5/23/2015
Ha Noi,34,25,10,0.3,72,58,1005,5/24/2015
Ha Noi,38,27,7,8.1,69,27,1003,5/25/2015
Ha Noi,41,29,10,0.1,58,17,1003,5/26/2015
Ha Noi,41,30,11,0,50,11,1002,5/27/2015
Ha Noi,42,30,15,0,46,9,1000,5/28/2015
Ha Noi,43,30,14,0,43,9,1001,5/29/2015
Ha Noi,42,31,9,0,49,20,1004,5/30/2015
Ha Noi,41,30,8,1.3,58,21,1003,5/31/2015
Ha Noi,41,30,13,1.8,54,21,1002,6/1/2015
Ha Noi,40,30,17,0.1,55,13,1003,6/2/2015
Ha Noi,40,29,11,1.2,58,20,1005,6/3/2015
Ha Noi,41,29,10,0.4,56,17,1006,6/4/2015
Ha Noi,36,27,9,5.7,67,29,1006,6/5/2015
Ha Noi,37,26,10,11.5,69,46,1004,6/6/2015
Ha Noi,38,27,14,2.8,67,28,1004,6/7/2015
Ha Noi,38,28,8,0.9,64,42,1003,6/8/2015
Ha Noi,38,28,6,0.2,61,45,1004,6/9/2015
Ha Noi,40,29,11,0.4,54,24,1003,6/10/2015
Ha Noi,33,28,6,0.6,71,58,1006,6/11/2015
Ha Noi,37,28,7,0.6,62,36,1006,6/12/2015
Ha Noi,40,28,12,0.4,58,30,1004,6/13/2015
Ha Noi,38,29,11,4.9,62,42,1004,6/14/2015
Ha Noi,37,29,11,0,61,40,1006,6/15/2015
Ha Noi,38,28,14,2.5,63,20,1005,6/16/2015
Ha Noi,40,29,15,0.6,58,18,1003,6/17/2015
Ha Noi,40,29,12,4.8,59,21,1003,6/18/2015
Ha Noi,38,28,12,7.1,65,27,1004,6/19/2015
Ha Noi,39,28,11,7.3,64,27,1004,6/20/2015
Ha Noi,37,28,9,6.9,67,32,1003,6/21/2015
Ha Noi,36,28,7,5.7,70,55,1001,6/22/2015
Ha Noi,36,29,13,4.2,67,32,998,6/23/2015
Ha Noi,27,25,16,158.9,91,89,997,6/24/2015
Ha Noi,35,26,12,19.1,83,45,999,6/25/2015
Ha Noi,37,27,12,1.1,70,21,1001,6/26/2015
Ha Noi,38,27,12,0,65,19,1004,6/27/2015
Ha Noi,39,28,11,0,61,16,1005,6/28/2015
Ha Noi,39,28,12,0,56,12,1004,6/29/2015
Ha Noi,40,29,13,0,52,9,1002,6/30/2015
Ha Noi,41,29,11,0,49,6,1001,7/1/2015
Ha Noi,41,30,11,0,49,9,999,7/2/2015
Ha Noi,41,31,8,0.4,51,17,999,7/3/2015
Ha Noi,37,29,9,9.9,65,36,1000,7/4/2015
Ha Noi,31,26,13,0.1,70,51,1004,7/5/2015
Ha Noi,34,25,9,0,64,47,1005,7/6/2015
Ha Noi,34,27,7,0.6,59,34,1004,7/7/2015
Ha Noi,35,26,7,0,56,19,1004,7/8/2015
Ha Noi,35,26,7,0,55,30,1004,7/9/2015
Ha Noi,35,28,11,0.2,54,47,1004,7/10/2015
Ha Noi,35,27,9,1.1,62,50,1003,7/11/2015
Ha Noi,37,28,6,0.2,58,25,1002,7/12/2015
Ha Noi,38,28,7,0.1,58,26,1002,7/13/2015
Ha Noi,39,28,7,0.1,56,20,1001,7/14/2015
Ha Noi,40,29,7,0.3,60,24,999,7/15/2015
Ha Noi,37,30,8,0.8,63,27,1000,7/16/2015
Ha Noi,34,28,6,11.3,67,51,1002,7/17/2015
Ha Noi,33,27,8,1.2,71,50,1002,7/18/2015
Ha Noi,35,27,7,6.5,69,45,1002,7/19/2015
Ha Noi,36,28,6,4.8,72,38,1003,7/20/2015
Ha Noi,35,28,9,0.8,70,35,1005,7/21/2015
Ha Noi,37,27,13,0.1,63,33,1004,7/22/2015
Ha Noi,31,27,10,2.2,74,39,1004,7/23/2015
Ha Noi,28,26,6,11.8,91,66,1005,7/24/2015
Ha Noi,30,25,7,1.3,84,84,1004,7/25/2015
Ha Noi,32,25,8,1.3,81,40,1004,7/26/2015
Ha Noi,33,26,8,0.8,77,33,1005,7/27/2015
Ha Noi,33,26,7,4.7,77,41,1006,7/28/2015
Ha Noi,28,25,9,3,89,73,1007,7/29/2015
Ha Noi,33,24,4,3.2,81,70,1006,7/30/2015
Ha Noi,29,25,5,0.6,84,59,1006,7/31/2015
Ha Noi,29,25,7,3.1,85,57,1007,8/1/2015
Ha Noi,26,24,12,10.7,93,92,1008,8/2/2015
Ha Noi,26,24,10,13.8,95,96,1009,8/3/2015
Ha Noi,27,23,6,6.7,93,85,1008,8/4/2015
Ha Noi,30,24,9,11.8,88,79,1005,8/5/2015
Ha Noi,33,24,8,2.4,81,43,1005,8/6/2015
Ha Noi,35,25,5,1.2,72,33,1006,8/7/2015
Ha Noi,37,26,6,0,68,8,1004,8/8/2015
Ha Noi,37,28,5,1.6,64,21,1002,8/9/2015
Ha Noi,37,27,8,1.7,67,39,1005,8/10/2015
Ha Noi,36,27,7,2.7,70,29,1007,8/11/2015
Ha Noi,36,27,10,0.7,73,21,1006,8/12/2015
Ha Noi,36,27,9,6.6,77,28,1006,8/13/2015
Ha Noi,36,27,7,3.1,72,37,1004,8/14/2015
Ha Noi,31,27,9,0,75,50,1005,8/15/2015
Ha Noi,38,26,10,0,63,21,1004,8/16/2015
Ha Noi,38,28,10,0.5,62,17,1004,8/17/2015
Ha Noi,39,28,9,1.1,64,27,1004,8/18/2015
Ha Noi,37,28,7,15.9,74,33,1005,8/19/2015
Ha Noi,34,27,10,7.8,72,47,1008,8/20/2015
Ha Noi,36,27,8,0,62,17,1006,8/21/2015
Ha Noi,37,28,8,0,61,15,1003,8/22/2015
Ha Noi,38,28,6,0,59,13,1003,8/23/2015
Ha Noi,38,28,7,0.2,60,14,1004,8/24/2015
Ha Noi,37,28,9,0.2,64,20,1005,8/25/2015
Ha Noi,34,27,4,15.7,75,30,1007,8/26/2015
Ha Noi,34,26,7,4.8,75,36,1006,8/27/2015
Ha Noi,35,27,5,3.5,76,39,1005,8/28/2015
Ha Noi,33,26,7,31.5,83,66,1005,8/29/2015
Ha Noi,32,25,9,0.7,75,57,1006,8/30/2015
Ha Noi,33,25,9,0.1,70,41,1006,8/31/2015
Ha Noi,32,25,6,1.7,78,71,1006,9/1/2015
Ha Noi,32,26,8,9.9,80,66,1007,9/2/2015
Ha Noi,32,26,7,5.2,84,66,1009,9/3/2015
Ha Noi,32,25,12,30.2,78,39,1010,9/4/2015
Ha Noi,31,24,7,3.3,83,62,1007,9/5/2015
Ha Noi,31,24,6,2.6,85,61,1008,9/6/2015
Ha Noi,36,27,6,1.7,71,17,1005,9/7/2015
Ha Noi,32,27,6,35.1,80,35,1007,9/8/2015
Ha Noi,32,26,7,7.9,80,43,1010,9/9/2015
Ha Noi,33,25,7,5.4,79,28,1012,9/10/2015
Ha Noi,34,25,5,0,72,17,1010,9/11/2015
Ha Noi,32,25,12,3,72,44,1012,9/12/2015
Ha Noi,29,24,15,0.1,69,76,1014,9/13/2015
Ha Noi,31,22,12,0.1,68,37,1012,9/14/2015
Ha Noi,25,24,10,4.9,85,74,1011,9/15/2015
Ha Noi,31,24,11,37.5,81,72,1009,9/16/2015
Ha Noi,31,24,6,1.2,82,62,1007,9/17/2015
Ha Noi,32,24,6,1.9,81,59,1009,9/18/2015
Ha Noi,32,24,6,1.6,82,64,1009,9/19/2015
Ha Noi,31,24,6,1.8,83,61,1009,9/20/2015
Ha Noi,31,25,10,10.5,86,52,1007,9/21/2015
Ha Noi,31,25,10,13.3,85,61,1007,9/22/2015
Ha Noi,32,25,8,3,83,60,1007,9/23/2015
Ha Noi,35,25,10,0.9,78,28,1005,9/24/2015
Ha Noi,36,26,7,8.7,80,26,1004,9/25/2015
Ha Noi,34,26,10,9,81,44,1006,9/26/2015
Ha Noi,34,26,7,3.8,79,31,1008,9/27/2015
Ha Noi,34,26,6,0,75,21,1008,9/28/2015
Ha Noi,36,26,5,0.1,71,19,1009,9/29/2015
Ha Noi,35,27,7,1.9,72,25,1011,9/30/2015
Ha Noi,35,27,5,5.7,70,27,1013,10/1/2015
Ha Noi,33,25,8,6,74,34,1013,10/2/2015
Ha Noi,33,25,6,6.3,72,51,1012,10/3/2015
Ha Noi,32,25,14,3.7,71,48,1011,10/4/2015
Ha Noi,30,25,7,3.6,75,59,1012,10/5/2015
Ha Noi,32,23,6,0,70,37,1013,10/6/2015
Ha Noi,33,24,7,1.2,74,53,1012,10/7/2015
Ha Noi,31,25,9,1.3,74,75,1013,10/8/2015
Ha Noi,28,21,13,3.2,79,91,1012,10/9/2015
Ha Noi,20,19,15,10.7,87,100,1016,10/10/2015
Ha Noi,22,19,10,4.6,83,70,1020,10/11/2015
Ha Noi,25,19,9,0,64,42,1020,10/12/2015
Ha Noi,29,20,8,0,58,39,1019,10/13/2015
Ha Noi,30,20,6,0,60,29,1018,10/14/2015
Ha Noi,32,23,5,0,61,14,1016,10/15/2015
Ha Noi,33,23,6,0,65,16,1015,10/16/2015
Ha Noi,32,24,5,0.3,67,16,1014,10/17/2015
Ha Noi,35,23,5,0.1,63,7,1014,10/18/2015
Ha Noi,36,24,5,0,61,2,1012,10/19/2015
Ha Noi,34,24,5,0,59,9,1010,10/20/2015
Ha Noi,33,24,6,0.7,65,29,1011,10/21/2015
Ha Noi,33,24,6,0.9,63,23,1013,10/22/2015
Ha Noi,33,24,7,0,59,6,1013,10/23/2015
Ha Noi,29,23,9,0.4,66,44,1014,10/24/2015
Ha Noi,31,24,7,0.1,68,47,1015,10/25/2015
Ha Noi,32,24,6,0,69,16,1015,10/26/2015
Ha Noi,33,24,6,0.8,72,31,1015,10/27/2015
Ha Noi,33,25,12,0,72,11,1015,10/28/2015
Ha Noi,33,24,12,0.1,75,30,1015,10/29/2015
Ha Noi,32,24,11,1.3,77,44,1016,10/30/2015
Ha Noi,29,21,13,17.4,79,83,1019,10/31/2015
Ha Noi,19,18,16,7.7,80,94,1023,11/1/2015
Ha Noi,26,18,7,0,70,39,1021,11/2/2015
Ha Noi,28,20,6,0,66,29,1018,11/3/2015
Ha Noi,29,21,6,0.1,75,50,1016,11/4/2015
Ha Noi,30,22,8,1.9,80,54,1014,11/5/2015
Ha Noi,31,23,8,1.9,77,44,1013,11/6/2015
Ha Noi,30,23,8,3.6,79,57,1014,11/7/2015
Ha Noi,31,24,8,1.4,79,68,1015,11/8/2015
Ha Noi,32,25,8,15.9,79,46,1015,11/9/2015
Ha Noi,29,24,10,7.2,83,79,1015,11/10/2015
Ha Noi,30,24,11,8.7,81,68,1014,11/11/2015
Ha Noi,31,24,15,9.4,81,73,1014,11/12/2015
Ha Noi,25,20,11,18.6,85,95,1015,11/13/2015
Ha Noi,26,20,7,0.6,83,89,1013,11/14/2015
Ha Noi,30,23,12,0.5,83,69,1011,11/15/2015
Ha Noi,32,24,14,0.9,81,38,1010,11/16/2015
Ha Noi,35,24,13,0,74,16,1010,11/17/2015
Ha Noi,31,25,10,2.6,83,59,1014,11/18/2015
Ha Noi,31,24,11,4.7,82,58,1015,11/19/2015
Ha Noi,30,24,9,2.1,80,45,1015,11/20/2015
Ha Noi,29,23,7,8.6,80,49,1016,11/21/2015
Ha Noi,29,23,7,4.7,80,56,1016,11/22/2015
Ha Noi,29,23,8,3.9,79,61,1016,11/23/2015
Ha Noi,29,23,10,1.9,79,56,1015,11/24/2015
Ha Noi,26,17,15,6.1,79,67,1018,11/25/2015
Ha Noi,17,15,11,0.7,64,80,1022,11/26/2015
Ha Noi,24,14,6,0,59,63,1020,11/27/2015
Ha Noi,22,17,5,0.1,69,85,1020,11/28/2015
Ha Noi,23,19,7,0.1,79,94,1021,11/29/2015
Ha Noi,25,19,8,0.1,79,89,1018,11/30/2015
Ha Noi,28,22,12,0.6,83,71,1014,12/1/2015
Ha Noi,29,20,10,4.5,82,86,1015,12/2/2015
Ha Noi,19,18,10,0.9,78,100,1019,12/3/2015
Ha Noi,18,16,10,1.3,82,100,1019,12/4/2015
Ha Noi,17,15,9,17,88,83,1020,12/5/2015
Ha Noi,21,14,12,0,70,10,1023,12/6/2015
Ha Noi,22,13,8,0,67,8,1023,12/7/2015
Ha Noi,18,14,9,0.2,64,68,1022,12/8/2015
Ha Noi,23,14,7,0.3,72,44,1018,12/9/2015
Ha Noi,24,17,8,0.1,72,58,1016,12/10/2015
Ha Noi,19,18,8,1.2,81,99,1015,12/11/2015
Ha Noi,25,18,9,0.5,87,84,1012,12/12/2015
Ha Noi,28,22,7,1.4,86,78,1013,12/13/2015
Ha Noi,23,19,12,1.1,78,94,1016,12/14/2015
Ha Noi,17,15,15,0.8,74,100,1020,12/15/2015
Ha Noi,15,13,14,0.4,66,84,1025,12/16/2015
Ha Noi,18,13,11,0,57,52,1027,12/17/2015
Ha Noi,14,13,7,0,68,65,1025,12/18/2015
Ha Noi,21,13,7,0,64,48,1021,12/19/2015
Ha Noi,22,14,7,0.1,68,55,1020,12/20/2015
Ha Noi,26,17,5,0,71,26,1020,12/21/2015
Ha Noi,21,18,5,0,79,64,1019,12/22/2015
Ha Noi,27,18,9,0,85,65,1015,12/23/2015
Ha Noi,27,20,8,0.7,86,86,1015,12/24/2015
Ha Noi,17,15,14,2.8,68,99,1021,12/25/2015
Ha Noi,15,14,6,2.8,83,89,1021,12/26/2015
Ha Noi,22,14,5,0.1,73,73,1023,12/27/2015
Ha Noi,19,16,7,0,72,97,1025,12/28/2015
Ha Noi,21,14,6,1.7,73,65,1019,12/29/2015
Ha Noi,16,14,12,0.2,76,100,1025,12/30/2015
Ha Noi,20,14,10,0.1,67,74,1027,12/31/2015
Ha Noi,22,15,5,0,69,86,1025,1/1/2016
Ha Noi,24,16,5,0,75,51,1022,1/2/2016
Ha Noi,26,17,8,0,78,24,1018,1/3/2016
Ha Noi,20,15,7,0.1,78,69,1017,1/4/2016
Ha Noi,30,16,6,0,71,29,1015,1/5/2016
Ha Noi,25,20,8,0.5,85,70,1017,1/6/2016
Ha Noi,26,20,13,0.1,76,65,1018,1/7/2016
Ha Noi,25,20,16,1.5,81,90,1018,1/8/2016
Ha Noi,26,19,16,10.3,81,68,1015,1/9/2016
Ha Noi,29,20,8,14.9,80,40,1013,1/10/2016
Ha Noi,22,18,13,0.7,77,70,1016,1/11/2016
Ha Noi,21,16,7,0.4,75,92,1018,1/12/2016
Ha Noi,20,16,9,1.3,80,98,1018,1/13/2016
Ha Noi,20,17,8,5.2,86,99,1016,1/14/2016
Ha Noi,20,16,9,0.7,80,97,1013,1/15/2016
Ha Noi,22,16,8,0.3,81,93,1011,1/16/2016
Ha Noi,24,18,10,0.1,73,43,1012,1/17/2016
Ha Noi,23,15,10,0,61,36,1016,1/18/2016
Ha Noi,21,17,7,0,66,91,1018,1/19/2016
Ha Noi,23,17,7,0,74,83,1017,1/20/2016
Ha Noi,21,18,8,0.4,82,95,1016,1/21/2016
Ha Noi,19,13,13,0,70,97,1017,1/22/2016
Ha Noi,10,7,25,1.8,65,87,1028,1/23/2016
Ha Noi,7,5,18,10.4,72,97,1037,1/24/2016
Ha Noi,12,7,10,0.1,51,55,1033,1/25/2016
Ha Noi,7,6,8,25.5,83,95,1028,1/26/2016
Ha Noi,16,7,6,3.5,83,83,1022,1/27/2016
Ha Noi,19,13,4,4.1,89,70,1017,1/28/2016
Ha Noi,22,15,5,0.3,83,82,1017,1/29/2016
Ha Noi,17,15,8,0.8,76,99,1019,1/30/2016
Ha Noi,20,15,9,1.8,81,98,1017,1/31/2016
Ha Noi,14,11,20,1.8,70,86,1023,2/1/2016
Ha Noi,16,10,11,0,60,40,1025,2/2/2016
Ha Noi,19,10,8,0,65,34,1022,2/3/2016
Ha Noi,15,13,10,0,65,100,1023,2/4/2016
Ha Noi,17,13,9,0,60,74,1023,2/5/2016
Ha Noi,20,11,15,0,47,9,1028,2/6/2016
Ha Noi,23,12,8,0,40,2,1028,2/7/2016
Ha Noi,25,14,6,0,43,0,1023,2/8/2016
Ha Noi,23,15,10,0,58,0,1019,2/9/2016
Ha Noi,25,14,12,0,74,21,1014,2/10/2016
Ha Noi,29,17,10,0,69,20,1010,2/11/2016
Ha Noi,33,20,11,0,56,0,1009,2/12/2016
Ha Noi,34,22,11,0,44,1,1009,2/13/2016
Ha Noi,32,21,12,0,51,15,1013,2/14/2016
Ha Noi,16,14,20,0,47,97,1024,2/15/2016
Ha Noi,19,13,11,0,47,65,1025,2/16/2016
Ha Noi,22,13,6,0,54,29,1023,2/17/2016
Ha Noi,22,15,6,0,47,42,1021,2/18/2016
Ha Noi,21,15,7,0.1,58,56,1020,2/19/2016
Ha Noi,22,17,9,0,44,60,1025,2/20/2016
Ha Noi,24,16,12,0,53,39,1019,2/21/2016
Ha Noi,23,16,9,0.3,76,73,1018,2/22/2016
Ha Noi,17,14,14,0.8,60,100,1022,2/23/2016
Ha Noi,18,13,14,2.9,56,86,1029,2/24/2016
Ha Noi,19,14,13,0,48,77,1029,2/25/2016
Ha Noi,18,14,11,0,53,66,1029,2/26/2016
Ha Noi,24,13,7,0,48,19,1025,2/27/2016
Ha Noi,25,15,7,0,45,15,1024,2/28/2016
Ha Noi,26,19,11,0,39,1,1022,3/1/2016
Ha Noi,27,17,11,0,67,9,1020,3/2/2016
Ha Noi,26,18,12,0.2,77,56,1018,3/3/2016
Ha Noi,24,19,15,0.5,78,86,1015,3/4/2016
Ha Noi,25,20,11,0.5,79,84,1015,3/5/2016
Ha Noi,27,21,10,0,75,66,1015,3/6/2016
Ha Noi,29,20,17,0.1,77,48,1011,3/7/2016
Ha Noi,32,21,14,0.1,77,49,1008,3/8/2016
Ha Noi,31,22,14,0.1,79,46,1008,3/9/2016
Ha Noi,20,17,18,0.4,59,92,1017,3/10/2016
Ha Noi,22,14,13,0,42,45,1021,3/11/2016
Ha Noi,24,15,14,0,63,56,1015,3/12/2016
Ha Noi,26,18,9,0,62,52,1014,3/13/2016
Ha Noi,27,17,10,0,43,24,1017,3/14/2016
Ha Noi,27,18,12,0,61,19,1013,3/15/2016
Ha Noi,27,19,11,0.1,75,66,1011,3/16/2016
Ha Noi,30,21,10,0.2,75,57,1010,3/17/2016
Ha Noi,31,23,11,0.3,77,61,1008,3/18/2016
Ha Noi,29,24,12,0.8,78,79,1010,3/19/2016
Ha Noi,33,23,14,0.3,77,58,1009,3/20/2016
Ha Noi,31,24,14,0.9,79,76,1008,3/21/2016
Ha Noi,29,24,14,2.1,82,77,1008,3/22/2016
Ha Noi,31,22,11,7.9,78,81,1011,3/23/2016
Ha Noi,19,17,14,2.9,74,91,1021,3/24/2016
Ha Noi,25,16,10,1.4,64,37,1024,3/25/2016
Ha Noi,24,16,9,0,63,34,1023,3/26/2016
Ha Noi,24,17,7,0,55,41,1024,3/27/2016
Ha Noi,22,17,9,0.2,63,71,1021,3/28/2016
Ha Noi,25,18,11,0.9,77,86,1019,3/29/2016
Ha Noi,26,20,13,0.3,79,90,1017,3/30/2016
Ha Noi,26,21,11,0.4,81,77,1015,3/31/2016
Ha Noi,28,21,12,0.2,85,85,1011,4/1/2016
Ha Noi,28,23,14,0.4,85,97,1012,4/2/2016
Ha Noi,30,22,14,0.9,83,75,1011,4/3/2016
Ha Noi,30,22,13,1.4,83,66,1009,4/4/2016
Ha Noi,33,24,15,4.6,79,69,1008,4/5/2016
Ha Noi,33,23,13,0.2,80,51,1008,4/6/2016
Ha Noi,32,23,10,0.1,81,58,1009,4/7/2016
Ha Noi,28,24,12,0.8,84,84,1011,4/8/2016
Ha Noi,33,24,15,1,80,58,1009,4/9/2016
Ha Noi,36,23,12,0.8,77,37,1005,4/10/2016
Ha Noi,31,24,10,0.7,78,58,1007,4/11/2016
Ha Noi,35,24,14,0.1,73,38,1005,4/12/2016
Ha Noi,30,23,8,0.3,76,66,1010,4/13/2016
Ha Noi,30,22,8,0.4,80,66,1011,4/14/2016
Ha Noi,29,21,9,2.4,80,62,1010,4/15/2016
Ha Noi,30,21,9,1,79,75,1010,4/16/2016
Ha Noi,31,22,9,1.2,78,62,1009,4/17/2016
Ha Noi,33,22,9,0.1,75,55,1008,4/18/2016
Ha Noi,34,23,9,0.1,72,52,1007,4/19/2016
Ha Noi,34,23,10,0.5,72,53,1007,4/20/2016
Ha Noi,31,25,11,0.9,78,70,1010,4/21/2016
Ha Noi,31,24,14,9.2,83,69,1008,4/22/2016
Ha Noi,37,24,11,0.3,71,56,1005,4/23/2016
Ha Noi,33,25,11,2,79,48,1006,4/24/2016
Ha Noi,35,24,12,5,76,47,1007,4/25/2016
Ha Noi,41,24,10,0.1,63,10,1006,4/26/2016
Ha Noi,32,26,10,1,80,60,1008,4/27/2016
Ha Noi,33,25,9,0.7,70,83,1010,4/28/2016
Ha Noi,34,25,11,2,73,67,1011,4/29/2016
Ha Noi,33,25,12,0.6,78,67,1008,4/30/2016
Ha Noi,36,24,11,0.1,73,43,1006,5/1/2016
Ha Noi,40,24,9,0,66,13,1006,5/2/2016
Ha Noi,37,26,9,2.8,75,30,1008,5/3/2016
Ha Noi,39,26,12,0.8,66,35,1007,5/4/2016
Ha Noi,41,26,14,0,58,11,1006,5/5/2016
Ha Noi,42,27,10,0,58,13,1005,5/6/2016
Ha Noi,42,27,14,0,59,15,1005,5/7/2016
Ha Noi,38,27,15,1.5,70,27,1007,5/8/2016
Ha Noi,39,27,12,6,73,45,1006,5/9/2016
Ha Noi,36,26,11,0.7,68,50,1008,5/10/2016
Ha Noi,36,25,8,1.5,65,22,1008,5/11/2016
Ha Noi,33,24,12,3.1,76,53,1006,5/12/2016
Ha Noi,31,26,13,27.5,87,88,1009,5/13/2016
Ha Noi,32,25,14,1.4,80,69,1011,5/14/2016
Ha Noi,30,24,11,3.7,78,75,1013,5/15/2016
Ha Noi,31,22,11,0,53,20,1013,5/16/2016
Ha Noi,33,21,11,0,61,14,1010,5/17/2016
Ha Noi,34,22,11,0.4,69,21,1008,5/18/2016
Ha Noi,34,26,9,0.8,72,56,1006,5/19/2016
Ha Noi,35,25,8,0.9,73,61,1005,5/20/2016
Ha Noi,34,25,8,4.4,77,66,1005,5/21/2016
Ha Noi,32,26,5,2.2,72,68,1008,5/22/2016
Ha Noi,32,24,9,3.2,73,76,1008,5/23/2016
Ha Noi,31,25,9,49.9,85,98,1007,5/24/2016
Ha Noi,32,24,7,29.2,85,78,1004,5/25/2016
Ha Noi,33,25,11,45.5,78,39,1004,5/26/2016
Ha Noi,34,28,11,11.1,73,57,1004,5/27/2016
Ha Noi,28,26,6,0.3,89,45,1004,5/28/2016
Ha Noi,36,27,8,12.4,73,38,1004,5/29/2016
Ha Noi,34,27,9,39.4,79,31,1006,5/30/2016
Ha Noi,38,27,10,0,67,24,1006,5/31/2016
Ha Noi,34,25,7,2.1,71,51,1005,6/1/2016
Ha Noi,39,28,12,0,57,10,1004,6/2/2016
Ha Noi,40,29,12,0.4,53,14,1004,6/3/2016
Ha Noi,39,28,7,0,59,35,1005,6/4/2016
Ha Noi,38,27,8,3.2,64,27,1006,6/5/2016
Ha Noi,37,27,7,2.6,66,22,1007,6/6/2016
Ha Noi,35,27,8,10.8,70,29,1005,6/7/2016
Ha Noi,34,27,5,5.1,73,46,1004,6/8/2016
Ha Noi,37,27,5,13.3,68,56,1004,6/9/2016
Ha Noi,34,28,5,1.4,70,36,1004,6/10/2016
Ha Noi,40,29,7,0,58,22,1003,6/11/2016
Ha Noi,40,29,8,0,56,18,1002,6/12/2016
Ha Noi,40,29,8,0,53,19,1002,6/13/2016
Ha Noi,40,29,12,1.4,50,17,1000,6/14/2016
Ha Noi,40,28,13,1.4,50,16,1001,6/15/2016
Ha Noi,34,27,8,1.7,65,53,1003,6/16/2016
Ha Noi,36,26,8,1.3,63,31,1006,6/17/2016
Ha Noi,39,27,10,0,60,17,1006,6/18/2016
Ha Noi,39,28,13,6.8,61,20,1006,6/19/2016
Ha Noi,38,28,12,6.5,66,23,1005,6/20/2016
Ha Noi,38,28,13,2.9,67,20,1006,6/21/2016
Ha Noi,36,27,10,0.4,71,34,1007,6/22/2016
Ha Noi,35,27,10,6,69,23,1006,6/23/2016
Ha Noi,37,26,9,0.1,68,29,1006,6/24/2016
Ha Noi,37,27,8,4,69,29,1007,6/25/2016
Ha Noi,37,27,8,3.7,66,27,1007,6/26/2016
Ha Noi,35,27,9,1.1,69,37,1006,6/27/2016
Ha Noi,38,27,7,1.7,69,25,1006,6/28/2016
Ha Noi,35,28,8,7,71,34,1007,6/29/2016
Ha Noi,34,27,8,1.4,71,60,1006,6/30/2016
Ha Noi,36,27,10,6,71,44,1004,7/1/2016
Ha Noi,35,28,6,6.7,72,55,1005,7/2/2016
Ha Noi,37,27,8,0.1,63,45,1004,7/3/2016
Ha Noi,38,27,8,1.8,63,39,1001,7/4/2016
Ha Noi,35,26,10,28,78,51,1002,7/5/2016
Ha Noi,32,26,14,36.1,83,59,1005,7/6/2016
Ha Noi,33,25,7,16.1,75,41,1006,7/7/2016
Ha Noi,36,26,5,0.1,69,14,1004,7/8/2016
